,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
33,45.21,45.01,12.83,83.83,0.35,7.02,28.36,78.44,0.0,23.23,40.02,33.95,77.01,7.54,71.81,19.64,63.2,92.19,80.86,19.13,92.03,100.0,98.38,99.81,99.22,83.25,90.39,87.0,98.49,100.0,43.22,84.49,87.59,81.63,84.03,7.43,48.34,83.22,61.09,40.26,86.14,0.51,91.11,91.06,80.65,84.48,89.95,34.6,6.73,99.98,89.17,88.82,4.16,96.38,23.8,12.44,5.38,50.74,44.4,50.75,79.33,88.41,0.0,83.85,43.84,87.83,61.0,48.86,89.76,53.52,22.94,72.21,26.56,67.21,2.84,71.43,95.48,22.65,45.37,30.17,84.81,12.98,91.39,96.64,0.0,21.8,8.61,77.52,69.2,52.47,0.0,80.39,67.85,9.36,68.17,62.07,28.53,65.32,10.59,52.08
34,5.95,84.67,85.21,76.59,4.3,30.83,6.23,0.0,27.41,6.87,43.2,5.62,45.01,52.08,98.38,51.83,30.41,99.81,99.22,60.29,80.39,43.84,98.49,92.19,80.65,84.49,89.95,95.48,100.0,43.12,38.48,91.06,100.0,53.52,99.98,18.61,78.6,50.74,87.0,80.86,89.76,83.25,83.22,81.63,14.06,84.48,91.11,87.59,83.85,2.78,82.28,61.67,89.14,37.37,63.88,38.79,48.86,77.01,8.61,45.73,15.64,71.43,3.24,31.32,30.17,27.79,90.39,81.48,10.04,71.81,66.84,5.67,84.62,71.97,22.07,88.41,20.73,76.63,50.7,96.38,89.17,72.89,77.58,31.58,50.75,61.0,8.24,54.52,84.03,91.19,88.89,84.64,80.69,39.57,62.33,59.68,91.27,89.71,58.4,87.62
35,84.49,40.26,18.61,32.21,0.51,23.45,0.0,48.34,76.24,39.57,77.58,7.02,32.68,13.12,52.47,79.33,38.79,5.95,84.67,96.64,45.85,30.41,89.95,95.48,98.38,100.0,99.22,92.19,80.65,6.48,91.39,100.0,71.81,44.47,91.19,84.03,44.22,80.86,99.98,62.33,78.6,50.74,98.49,96.38,2.78,83.25,91.11,83.22,81.63,99.81,84.81,61.0,61.67,92.03,87.0,31.18,87.59,5.38,2.72,91.06,89.17,19.64,89.76,78.6,19.95,44.96,18.38,62.04,83.62,74.3,79.1,62.32,31.53,69.2,78.93,87.83,18.22,38.79,78.19,71.43,7.74,51.83,58.4,90.39,43.84,55.4,91.27,64.46,50.75,80.69,53.46,84.48,80.39,83.85,53.52,88.41,2.77,4.33,48.91,61.09
36,48.21,64.48,69.13,23.5,7.69,42.63,8.69,7.43,36.18,36.46,25.77,1.89,50.74,30.17,0.0,12.19,28.4,76.66,33.69,36.73,43.22,17.45,96.64,46.42,80.86,83.22,83.85,87.0,98.38,99.81,80.39,87.59,89.95,98.49,99.22,60.68,84.49,81.63,61.09,100.0,84.67,0.0,48.34,83.25,100.0,84.48,91.11,2.9,92.19,60.29,55.4,76.63,89.76,13.13,84.03,0.0,6.23,61.67,62.15,80.65,30.02,8.14,40.04,71.81,19.13,88.41,31.55,5.38,26.56,7.88,54.52,76.59,14.72,61.33,4.87,20.73,45.01,9.96,8.61,91.06,13.87,4.66,43.84,0.0,2.77,23.57,82.28,90.39,5.7,54.83,62.07,27.79,0.0,67.21,69.2,29.14,21.5,71.43,68.17,22.22
37,5.95,4.3,76.59,11.91,51.83,57.27,25.31,45.01,7.65,0.0,44.96,0.04,14.53,65.32,85.21,72.24,43.12,39.57,5.65,7.88,84.67,32.21,62.75,43.22,98.38,30.41,96.64,28.9,99.22,52.47,43.2,62.07,95.48,92.03,99.81,84.49,61.67,89.95,14.06,19.13,77.01,76.24,68.17,92.19,0.0,81.66,58.4,78.6,59.05,30.17,0.0,66.03,40.06,81.63,99.98,88.82,50.74,80.86,80.65,71.81,7.02,83.22,87.59,24.09,98.49,89.76,75.12,63.88,100.0,96.38,88.41,88.89,25.35,91.11,100.0,89.71,19.64,83.25,91.06,52.08,82.09,45.85,91.27,84.64,50.7,86.46,84.81,55.96,31.58,69.2,87.32,77.58,70.8,82.33,7.3,62.82,71.43,7.12,84.03,13.12
38,98.38,87.0,28.9,99.81,99.22,84.64,0.89,6.23,12.23,80.86,53.46,79.1,12.34,96.64,52.08,0.0,28.06,89.95,98.49,92.19,95.48,100.0,100.0,69.2,43.12,2.81,91.11,91.39,31.66,99.98,18.61,50.74,11.77,96.38,71.81,45.85,78.19,83.22,81.63,50.69,32.21,58.4,89.76,83.25,87.59,91.27,83.85,91.06,31.53,53.52,0.0,90.39,16.77,80.65,7.88,63.61,62.07,67.21,78.6,50.75,89.71,84.48,50.7,12.14,78.93,89.17,82.28,84.62,84.67,84.49,79.33,48.86,40.06,78.6,77.01,72.9,88.41,73.33,43.84,74.3,52.77,7.84,72.89,77.58,44.25,53.43,71.43,92.03,21.88,20.67,0.0,70.8,12.61,2.77,0.0,87.83,86.46,84.81,80.39,91.19
39,0.0,27.93,76.33,48.15,0.0,5.19,89.71,3.07,38.79,0.78,36.96,45.85,78.19,78.6,95.48,38.8,96.64,59.82,99.22,92.19,81.48,98.38,78.93,99.81,80.86,89.95,2.45,11.77,85.21,20.51,32.21,18.16,98.49,3.04,80.65,87.0,55.96,100.0,32.43,43.12,91.06,16.77,100.0,53.52,99.98,91.27,1.62,11.19,83.25,50.74,83.22,81.63,7.03,89.14,92.03,79.1,89.76,91.11,87.59,71.81,83.85,83.62,52.08,62.33,91.19,60.68,70.8,50.7,60.29,44.47,66.03,84.48,71.43,1.89,64.12,89.17,48.86,84.62,81.66,78.6,79.33,72.89,32.5,79.76,77.01,61.0,24.02,34.45,76.63,59.05,57.27,88.41,22.07,24.55,80.69,3.4,31.51,84.49,84.03,96.38
40,1.92,0.0,0.0,4.22,4.48,0.24,11.19,1.76,11.83,11.72,74.3,30.17,27.41,99.98,0.0,57.85,99.22,80.86,71.81,62.33,43.84,63.2,98.38,99.81,91.19,7.43,89.95,95.48,92.19,44.47,84.67,83.22,50.74,10.13,78.93,88.41,4.3,80.39,81.63,96.38,38.48,84.48,32.21,77.01,40.26,0.0,84.49,70.8,87.59,98.49,89.76,87.0,100.0,100.0,80.69,6.23,83.25,91.11,50.75,53.52,55.4,82.28,83.85,43.12,68.17,71.43,62.04,2.9,31.58,2.64,79.1,78.6,12.98,90.39,52.08,45.85,71.11,78.19,58.4,83.62,66.27,64.12,91.06,78.6,3.96,35.61,72.21,78.44,67.21,45.37,45.62,60.68,7.54,21.94,16.44,46.46,89.17,2.52,81.48,50.7
41,80.61,0.26,47.58,70.26,28.53,23.71,30.83,61.86,66.03,23.51,5.22,62.15,11.99,60.29,0.0,88.41,84.67,48.91,6.87,45.73,43.2,79.33,84.49,89.14,95.48,38.8,96.64,92.03,50.74,99.22,89.17,54.52,81.48,98.38,99.81,8.04,89.95,22.07,63.88,98.49,5.4,87.0,100.0,92.19,19.13,91.11,91.06,84.03,20.67,68.17,32.21,58.4,74.3,40.26,2.79,78.19,83.22,62.04,31.66,78.93,31.85,79.1,89.76,87.59,81.63,45.85,84.48,48.34,83.85,4.16,82.28,13.88,78.6,85.21,2.64,39.32,0.74,77.01,78.44,64.46,27.8,7.54,59.05,90.39,49.48,75.4,82.21,6.1,36.73,80.86,0.0,6.23,61.09,19.99,52.47,68.86,62.34,36.65,39.81,71.81
42,3.21,62.82,4.22,10.5,52.05,29.51,11.68,81.48,0.0,31.66,89.14,82.13,6.44,11.77,0.97,89.71,75.12,72.24,62.04,22.07,36.96,45.85,91.27,18.16,95.48,0.0,96.64,89.95,92.03,99.22,62.07,30.41,46.42,98.38,92.19,2.82,66.84,81.63,83.62,99.81,76.59,83.22,31.53,74.3,71.81,45.01,7.65,87.59,50.7,44.47,57.27,84.67,79.1,100.0,14.06,84.49,48.34,91.06,18.93,98.49,55.4,89.76,91.11,84.03,100.0,78.44,61.67,83.25,61.09,99.98,71.43,77.01,50.74,96.38,80.86,0.0,82.28,87.0,78.93,62.33,31.51,80.39,59.05,87.62,80.65,88.89,84.64,78.19,64.12,53.02,86.46,84.48,0.0,50.75,49.48,78.95,48.86,78.6,54.07,78.6
43,0.55,14.97,10.5,67.17,0.0,72.9,22.31,80.39,6.23,68.31,23.71,62.07,84.49,71.43,78.44,84.17,84.62,77.01,27.41,99.98,50.74,63.2,99.22,80.65,71.81,32.21,98.38,99.81,80.86,91.19,87.59,98.49,78.93,92.19,44.47,0.89,87.0,100.0,0.0,30.17,81.63,83.62,37.37,61.09,62.33,84.67,62.04,14.81,100.0,80.69,84.48,48.34,9.88,18.93,96.38,56.57,79.1,91.11,62.32,2.33,91.27,45.28,51.83,78.19,15.64,63.61,36.65,89.71,72.24,74.3,84.64,16.57,3.77,89.14,0.97,88.41,87.62,82.13,81.48,85.21,89.17,77.58,38.79,44.25,13.87,72.89,83.25,22.07,5.4,43.12,57.27,29.51,71.97,84.03,63.88,5.29,7.84,8.52,83.22,92.03
44,16.47,6.44,50.79,70.51,50.93,76.66,26.39,61.09,31.58,71.81,11.5,96.64,0.0,50.74,19.99,13.87,92.03,46.42,98.38,99.81,24.11,89.95,100.0,78.93,99.22,31.66,100.0,74.3,92.19,31.43,84.49,91.11,91.39,87.0,98.49,40.06,84.67,7.43,0.51,81.63,80.39,76.24,89.76,83.22,62.04,38.68,70.8,83.25,87.59,49.48,0.0,59.05,83.85,91.06,6.73,77.58,45.62,38.79,90.39,68.17,13.31,81.66,79.1,6.23,67.21,69.26,46.57,53.49,5.53,78.19,62.07,88.41,51.83,58.4,95.48,43.2,53.43,84.48,80.38,84.03,84.81,0.0,65.32,43.84,53.02,66.27,76.63,48.34,11.83,52.56,48.86,82.28,34.45,53.52,19.28,82.21,77.01,48.91,83.62,64.46
45,1.71,6.78,6.23,8.06,45.21,21.65,13.72,25.45,52.08,53.02,40.04,74.3,11.99,23.8,91.19,62.73,44.22,99.22,99.98,19.13,81.63,98.38,40.26,80.65,62.33,7.43,87.0,99.81,80.86,60.29,32.21,87.59,98.49,100.0,2.79,78.19,83.22,61.09,96.38,39.57,31.85,51.83,58.4,11.83,2.33,0.0,82.33,100.0,69.2,68.17,19.64,91.11,43.84,92.19,71.81,89.71,89.76,2.9,23.23,80.69,53.46,91.27,17.53,18.61,53.61,84.64,3.07,83.62,36.29,11.49,62.07,27.79,83.25,50.7,50.75,6.2,84.49,88.82,64.46,78.93,45.85,88.41,84.48,84.67,48.34,55.4,89.17,77.58,0.0,20.72,5.29,63.61,79.1,83.85,89.14,87.62,13.87,82.13,5.16,85.21
46,0.0,0.0,29.16,52.05,40.43,12.19,3.51,38.79,0.78,0.0,44.96,0.0,2.53,58.4,31.66,28.53,14.06,10.49,92.19,39.2,65.32,99.81,99.22,71.81,26.69,89.95,95.48,98.49,98.38,44.47,96.64,52.23,87.0,100.0,80.86,45.01,83.25,81.63,43.84,99.98,89.76,83.22,87.59,50.74,100.0,80.38,91.11,83.85,90.39,80.65,0.0,29.39,91.06,96.38,78.93,83.62,92.03,53.52,74.3,53.11,62.04,50.7,14.81,50.75,53.02,77.01,64.12,91.39,80.69,0.0,84.49,71.43,70.8,31.58,91.19,88.41,84.67,80.39,78.19,67.21,77.58,62.07,51.83,78.6,6.23,72.21,84.62,61.67,13.52,4.87,53.46,66.03,84.48,75.39,62.73,84.81,72.9,89.17,60.68,48.86
47,29.16,65.37,53.63,0.0,49.4,43.22,0.78,28.36,5.4,0.0,88.89,7.02,96.64,14.81,29.45,12.23,89.95,95.48,76.66,28.9,8.52,92.03,59.82,98.38,99.22,4.3,11.91,51.83,84.67,32.21,61.67,52.08,92.19,71.81,52.47,100.0,14.06,80.65,99.98,60.29,91.39,50.74,100.0,96.38,62.33,91.11,81.63,98.49,99.81,80.86,76.59,89.76,83.22,63.2,31.32,83.25,87.59,83.85,91.06,7.5,77.58,90.39,0.97,69.2,53.52,91.27,80.39,19.64,84.03,0.0,63.61,89.71,84.64,79.1,62.15,0.15,1.76,78.19,84.49,11.72,68.71,88.41,78.6,61.09,50.75,53.46,62.07,18.38,83.62,74.3,0.0,73.33,58.4,50.7,78.93,0.0,78.44,65.32,89.14,5.65
48,28.64,7.62,45.17,17.43,68.33,0.0,0.0,26.39,31.43,13.33,45.85,0.0,18.38,3.04,4.87,38.79,84.67,4.26,12.01,99.22,84.49,43.84,98.38,92.19,99.98,71.43,95.48,99.81,80.86,71.81,80.39,89.95,50.74,98.49,80.65,89.76,83.22,87.59,81.63,87.0,77.58,48.86,48.34,77.01,100.0,91.11,83.85,100.0,69.2,53.52,7.65,6.23,83.25,90.39,50.69,62.07,0.51,91.06,78.93,39.57,78.6,15.64,52.08,68.17,30.17,83.62,2.9,13.02,64.46,45.37,2.52,15.86,67.21,21.77,52.47,1.27,14.01,50.7,16.07,96.38,88.41,84.62,92.03,50.75,26.69,72.89,72.21,33.95,84.48,91.39,84.81,89.17,96.64,40.26,53.11,86.14,82.28,66.27,61.09,0.0
49,27.48,59.92,2.41,15.16,20.63,23.71,61.71,22.31,78.44,48.91,31.51,75.4,77.01,6.1,0.0,0.0,82.21,84.49,78.6,70.8,84.67,76.24,6.23,59.05,62.33,48.86,11.91,80.39,52.08,98.38,87.0,99.81,99.22,80.86,60.29,25.35,81.63,98.49,100.0,92.19,89.76,87.59,100.0,69.2,99.98,7.43,84.03,31.58,96.38,91.19,91.11,43.84,80.69,39.57,52.47,83.25,83.22,61.09,13.02,43.12,48.34,61.67,59.82,37.37,80.65,73.33,71.43,16.91,34.6,71.81,79.76,88.82,0.0,13.12,53.02,61.86,8.5,82.33,15.92,52.56,88.41,73.93,14.26,78.6,2.33,72.21,50.7,25.45,3.38,74.3,0.0,83.85,36.29,19.71,20.72,66.84,89.71,91.06,23.23,11.49
